price,ram_capacity,internal_memory,processor_speed,battery_capacity,primary_camera_rear,primary_camera_front,num_cores,num_rear_cameras,screen_size,resolution_width,resolution_height,fast_charging_available
31562.90399227488,6,71,2.5065181545468564,4680,47,30,8,4,6.7108256455862145,1118,2479,1
63153.890831042525,12,313,3.1270976418573273,5066,90,42,8,4,6.5,1458,3209,1
32608.352229399574,6,138,2.3212782628654196,4681,39,48,8,3,6.9,1080,2400,1
51049.19286918016,11,378,2.6,5039,81,42,8,4,6.723673286938551,1440,3461,1
38610.089112927846,5,113,2.6443100207519175,4556,47,30,8,2,6.479464923467024,1150,2400,1
36921.037087853205,6,128,2.274992455342854,5022,43,44,8,4,6.577647580002043,1080,2400,1
20514.570440279134,5,78,1.9719057159628288,4572,30,16,8,1,6.438214852302911,993,2400,0
20000.0,5,145,2.150743756099459,5018,54,28,8,3,6.528598161078155,1082,2400,1
64042.046635693536,12,311,3.0813901373831034,5224,78,38,8,4,6.953484813507577,1440,3292,1
54853.47375892789,11,208,3.019964877749504,5101,104,41,8,4,6.780263740759709,1440,3300,1
26962.169422094525,4,132,2.304913311799879,4934,58,29,8,4,6.702076113051626,1080,2589,1
33439.40123496269,7,88,2.543658513952741,5482,45,43,8,3,6.670470009405996,1100,2797,1
15927.730228155044,3,40,2.130622240512122,4568,25,18,8,2,6.619094994897196,1080,2400,0
26436.217070530853,5,118,2.270182295968269,5085,35,33,8,3,6.718305137561877,1080,2400,1
31285.915749696305,6,162,2.5361969919676506,5488,49,40,8,4,6.699676824877978,1184,2400,1
26344.067452490002,8,124,2.158360727590318,4804,40,23,8,3,6.53907699891744,1178,2400,1
15797.99750153664,3,66,2.131407215695195,4579,34,20,7,3,6.655335006082107,1080,2296,0
50747.75461610471,10,173,2.869366841184937,5091,101,59,8,4,6.823724023542402,1443,3200,1
73000.31468478132,9,212,2.6,4658,105,37,8,4,6.598241689962584,1440,3256,1
65909.33952285719,12,203,3.135714116744443,4892,93,56,8,4,6.5,1440,3384,1
13925.939692309974,5,74,1.981801930746745,4125,20,16,8,2,6.44558722873555,1023,2400,0
49815.4284270823,9,240,2.7265322879977085,5541,114,52,8,4,6.786522466136954,1451,3327,1
14641.541670573737,3,57,1.8761153964726023,4318,25,22,8,2,6.628514870359862,1038,2400,0
53679.52197131502,10,294,2.910120595683603,5111,81,43,8,4,6.991046543615789,1440,3200,1
30893.743662113313,6,145,2.4799648803945864,5083,53,27,8,3,6.414308717705916,1083,2500,1
62782.88553310483,11,259,2.974996430209511,4866,74,54,8,4,6.684357539257687,1440,3289,1
24735.682298694395,8,144,2.046105596232004,5457,50,31,8,3,6.592896703763604,1080,2400,1
13873.325643085282,5,77,1.7602141412719345,4624,22,15,8,2,6.7,1080,2323,0
18268.597971643358,4,64,2.062509609237901,4354,36,18,8,2,6.5900791205085225,1080,2328,0
26876.696755823003,5,129,2.4546980086567793,5413,59,46,8,2,6.8549705126525176,1134,2577,1
15102.426386729525,2,33,2.4,4676,28,23,8,2,6.046455540732783,1080,2321,0
18217.889238701347,4,76,1.8330374097613424,4394,19,15,7,2,6.683633358173742,1052,2376,0
23831.476609007816,4,175,2.3893441119908534,5467,37,26,8,3,6.471175528791246,1144,2400,1
31271.019180750693,7,143,2.388778571070297,4871,45,26,8,3,6.591262632940538,1080,2444,1
15337.932516719784,5,53,2.076600799992426,4645,23,12,8,2,6.149913240385713,1080,2346,0
64760.65292841866,11,161,3.1267252012657316,5435,100,50,8,4,6.688921103782561,1447,3200,1
67916.92292063334,8,300,3.090358018124044,5473,83,61,8,4,6.7111374317877575,1440,3200,1
35964.96151546968,6,168,2.2658029529947195,5060,62,27,8,3,6.7553920473602345,1233,2582,1
73129.32657551765,8,210,2.9964653305713647,5092,130,46,8,4,6.8497216878805744,1440,3454,1
20525.508453653405,7,87,2.1818035131836675,4527,37,40,8,3,6.480906489290109,1080,2400,1
13616.437760589833,4,78,1.9871238680733134,5331,33,18,8,2,6.117010940985404,1080,2321,0
60324.5020210431,8,156,3.376103093246376,5053,71,43,8,4,6.625638364089923,1440,3200,1
68436.21554221623,9,335,3.054300448949611,5125,105,32,8,4,6.884655639671375,1442,3200,1
16124.755600720282,5,76,1.7736238858054587,4416,14,19,8,2,6.424193309366191,1059,2365,0
26804.053497360128,7,160,2.2058896688768073,4721,48,28,8,3,6.33814257864498,1176,2556,1
20000.0,5,110,2.3603492499477423,4714,56,34,8,3,6.116075897460723,1080,2603,1
29081.733330447205,5,94,2.373720782150486,5498,37,28,8,3,6.791035906864229,1080,2445,1
54024.53159641265,12,128,3.011820671922868,5201,86,53,8,4,6.758474780741689,1462,3202,1
14812.80435425308,4,76,2.0674137547914824,4510,22,15,8,2,6.500493391657555,1037,2400,0
60900.99073440583,10,252,2.662906814570466,5182,112,59,8,4,6.576137177536117,1492,3348,1
64544.78803450659,10,145,3.426577761816351,5107,87,53,8,4,6.846408238495811,1440,3203,1
50703.828489136395,9,306,2.6,4847,90,56,8,4,6.637264952733012,1526,3261,1
47417.234847162596,12,165,3.135889132611328,5220,87,57,8,4,6.957629967098973,1477,3200,1
16052.148775164891,4,65,2.1838854696752192,4832,17,18,8,2,6.561119361551377,1066,2400,0
15237.681042271837,3,50,2.1276147693677623,4281,33,14,8,3,6.14262484173493,963,2343,0
60985.07246695322,10,331,2.6,4341,79,64,8,4,6.801385440716854,1440,3216,1
19472.196084452396,6,39,2.1795634554821017,4331,15,18,8,2,6.290256704070322,1044,2400,0
28926.151649088206,6,152,2.2650717696245093,4439,35,30,8,3,6.709896583786866,1080,2400,1
18765.712124172656,4,56,2.298253986771557,4274,12,11,8,1,6.466221583559306,1080,2400,0
45626.52450210785,11,293,2.9462899584118114,5304,97,54,8,4,6.964264396732131,1462,3200,1
15761.029951635524,4,68,2.116089607500701,4155,24,14,8,2,6.51265089448023,1031,2400,0
28857.65081105541,7,120,2.1352267191408023,5532,41,33,8,4,6.718136091191683,1097,2400,1
11721.932175067757,4,95,2.2137625443248994,4892,26,19,8,3,6.252600897054036,992,2253,0
17628.97891269396,5,60,2.199897943621977,4580,26,17,8,3,6.613081457448901,1080,2226,0
17289.48154246355,3,68,1.9543785444975121,4411,21,11,8,3,6.269714471794434,1080,2400,0
31067.470170526365,5,131,2.4383287683264543,5038,57,40,8,3,6.431185461524595,1080,2400,1
24600.208746161174,5,148,2.079770549232014,4835,51,28,8,3,6.596876011178059,1103,2577,1
17403.607157719718,3,54,2.3037457387011755,4231,14,8,8,2,6.439450054726291,1080,2384,0
15394.263877350944,5,51,2.1491043682903315,4465,32,13,8,1,6.44318733288429,1046,2400,0
16174.752727050334,6,74,1.742364840720632,4086,34,27,8,3,6.226591605353493,993,2363,0
39146.31496688658,6,113,2.0,4924,47,30,8,3,6.577766086548255,1080,2400,1
69887.79753491213,8,240,3.0218898855173095,5274,103,38,8,4,6.796570492084546,1440,3334,1
61635.53380710682,8,361,3.0189479639654744,4698,88,57,8,4,6.8157315393972855,1513,3200,1
36344.09681846519,6,100,2.420704160806078,5074,47,46,8,3,6.9,1080,2543,1
50768.139906746874,9,220,2.6,4887,120,45,8,4,6.8381944021975105,1440,3507,1
16996.960313736992,4,58,2.084225356537098,4848,32,21,8,2,6.473052463352634,949,2399,0
56904.27523435401,10,329,3.5,4766,109,49,8,4,6.831563355258269,1440,3299,1
61580.786840951056,8,274,3.0306736244872323,5006,93,57,8,4,6.9158233770709865,1440,3200,1
13788.120195211708,3,54,1.6947547591617123,4399,20,11,7,1,6.564409082657048,1007,2379,0
13820.307855281735,4,68,1.8852700379778262,4465,15,20,8,1,5.994860478609767,1080,2400,0
30239.0177482024,6,174,2.293700513454522,5163,49,39,8,3,6.44247156925353,1090,2633,1
34342.149084078024,7,117,2.5623565674544824,4859,50,16,8,3,6.422159239551579,1101,2400,1
52258.85315267116,8,260,3.040175902575219,5157,79,50,8,4,6.728341938836029,1531,3200,1
58050.35955518808,11,262,2.975012585790303,5175,98,32,8,4,6.972677187762202,1446,3237,1
17154.45162765553,5,66,1.935655548410406,4166,23,18,8,2,6.7,1080,2400,0
65663.19286285037,8,201,2.715059793649758,5035,76,37,8,4,7.079791224939232,1503,3450,1
26939.966491031286,5,157,2.4647758817603442,5154,54,34,8,3,6.45276320041304,1080,2403,1
31315.67149127556,6,93,2.3758719550997878,5088,47,38,8,3,6.269933253389689,1080,2519,1
63713.80832020333,9,128,2.825808007067679,5263,86,44,8,4,6.823956601056912,1440,3219,1
31171.87386912138,7,130,2.1931248064069195,5095,37,23,8,3,6.608841549756728,1091,2400,1
16721.41758721517,3,74,1.822699846307858,4720,22,14,7,1,6.323995041719655,1047,2394,0
31822.615854515872,6,88,2.2646515914878838,4951,46,36,8,3,6.860144000482347,1089,2400,1
16558.570082249957,4,66,1.963928577703013,4793,35,8,7,2,6.352709256887842,1064,2400,0
66719.48728104631,12,314,3.2804391301354436,5104,109,58,8,4,6.925864834348433,1440,3200,1
16063.965829292816,3,91,2.163079580511221,4355,35,16,8,2,6.441758241756297,996,2400,0
66826.4817070353,9,374,2.7778313598220006,5114,122,56,8,4,6.8278534069853025,1440,3259,1
28589.156086051895,7,143,2.5355560532649704,4539,38,36,8,3,6.570020504411717,1138,2730,1
23037.728964859958,8,131,2.5806716558955527,4765,34,24,8,3,6.40610261630816,1080,2400,1
64934.54707986614,9,187,2.9266945251614898,5310,120,50,8,3,6.716557606695533,1456,3315,1
11045.58980449484,3,75,1.9606559085932898,3962,20,20,8,3,6.361429541169885,1080,2185,0
14241.74909790072,4,77,2.126496169873259,4103,33,15,8,2,6.428683258269431,1080,2386,0
20870.140436790934,6,132,2.3708050103337763,5370,43,24,8,3,6.3867156575564685,1080,2431,1
12635.503323337021,4,62,1.84097636773905,4602,26,14,8,2,6.436767369618641,1080,2400,0
55419.85807642961,12,366,2.692335910463978,5131,64,44,8,4,6.865273593502383,1470,3200,1
73728.3255302066,8,178,3.0942927721029063,4928,82,39,8,4,6.846917121216695,1489,3277,1
62825.06367547193,8,324,2.6598059428111207,4735,120,40,8,4,6.696347177729036,1440,3524,1
8860.133378800503,3,38,1.9137873920434938,4671,22,22,7,2,6.2771517181005905,1065,2349,0
12764.55833442422,4,100,2.1809601841546695,4969,21,12,8,3,6.3162946473332084,1040,2400,0
63397.51900866331,9,211,3.233479426370371,4872,90,39,8,4,6.863651923011162,1440,3200,1
50705.61500210384,11,238,3.0910890322017663,4817,109,43,8,4,6.904062501506366,1527,3602,1
12960.516322800637,4,74,2.04476513870626,4963,25,13,8,2,6.59752051063839,1055,2296,0
14292.9441373966,2,73,1.5311596517975117,4581,35,14,7,2,6.191473996442927,1045,2400,0
71949.69126363377,10,258,2.808727379762251,5169,111,43,8,4,6.7169696569909325,1495,3200,1
29749.54694589057,6,131,2.4531775028309144,4847,48,29,8,3,6.787362339903891,1080,2448,1
71930.23591242562,9,172,2.928471998839105,4873,114,60,8,4,6.968570113795003,1492,3200,1
32482.272068655213,7,112,2.0785755091650047,4364,52,28,8,3,6.5566087442967556,1096,2400,1
42205.64513582856,5,109,2.5075814123745186,5302,57,24,8,3,6.469052257265837,1137,2400,1
13264.19924409439,4,64,2.1552627248220952,4442,38,12,8,1,6.462857071091018,1037,2400,0
76710.54038817139,11,290,3.214229497335424,4825,90,47,8,4,6.770631648182042,1486,3281,1
18239.389050902806,4,76,1.8184854093512035,4595,22,14,8,2,6.394741440193018,1051,2335,0
60254.4849303878,11,260,3.1767470424280804,5295,113,47,8,4,6.781368786164364,1502,3200,1
17073.59581715424,3,54,2.1682008942327937,4278,20,16,7,2,6.184123190324215,1071,2400,0
62939.69587599396,10,305,2.6,5357,90,48,8,4,6.837138565127968,1440,3298,1
12477.36414858042,5,74,2.125858836860101,3895,20,20,8,2,6.684649677822325,1080,2399,0
17413.314867807927,2,74,2.1011889007023044,4600,27,20,8,1,6.619205426056929,1080,2400,0
26589.897692571056,6,150,2.467660251366213,4648,41,18,8,2,6.4218124010715405,1080,2421,1
56399.394642610256,12,137,2.9910818917339754,5209,103,59,8,4,7.040634002246994,1514,3200,1
12001.857752179443,5,93,1.8235199847792458,4225,31,10,8,2,6.661391075117844,1080,2351,0
31974.8960249137,5,138,2.438880482286725,4972,52,48,8,3,6.350394943830654,1143,2400,1
30732.35155808551,5,131,2.288765894449159,5064,56,25,8,3,6.9,1086,2400,1
32086.574728792297,7,133,2.6277150329970036,4563,50,24,8,3,6.627445380788334,1080,2400,1
34307.89338209424,4,159,2.0429278089795746,4812,47,16,8,3,6.691185175079086,1093,2418,1
20894.66821601787,3,86,2.29456951021249,4488,26,15,8,1,6.226751413939554,1080,2364,0
17993.87215703148,5,64,1.7850355187848803,4392,32,17,8,2,6.312049390909597,1063,2387,0
16688.58354347186,4,63,2.192542089487077,4734,16,17,8,3,6.4203957612328955,1080,2332,0
71606.5315755509,11,204,3.060717319804367,5087,98,54,8,4,6.637074266290075,1472,3385,1
22748.25573037119,6,100,2.3243745831481304,4618,45,36,8,3,6.792637459135508,1080,2400,1
52686.535568169376,9,259,2.6030317696637546,4781,95,57,8,4,6.7343408254958,1468,3200,1
32153.85418434887,7,111,2.4263411866508102,4792,44,36,8,2,6.9,1080,2400,1
72754.53216853934,10,246,2.759500695931948,4996,87,53,8,4,6.722178781009713,1526,3200,1
26314.069606893714,6,110,2.267281681653265,4470,50,26,8,3,6.68457251451881,1080,2400,1
8154.74272108056,4,71,2.036652207720679,4779,21,18,8,2,6.506855154585382,1080,2400,0
18111.486098040794,3,38,2.198494100143914,4258,32,14,8,1,6.7,1016,2400,0
20342.136852823103,6,217,2.4172129461399217,5529,47,26,8,2,6.808202827370957,1080,2451,1
26100.87951236899,5,100,2.4630096992287256,5518,53,35,8,3,6.539835458678536,1080,2400,1
21444.43850379417,4,74,2.4913203858756012,5035,51,26,8,3,6.260442745504449,1080,2400,1
26118.849313452636,5,86,2.4497345110668833,4464,64,25,8,3,6.500417105482156,1123,2679,1
21910.446736362253,5,119,2.292953983495841,5235,35,18,8,3,6.359622650086445,1080,2400,1
16155.198308331814,3,67,2.06006219062915,4410,26,12,8,2,6.594323337950109,997,2400,0
62671.96265952342,9,159,3.4351234064947347,5066,118,46,8,4,6.784627088521625,1504,3200,1
71306.80753007393,9,128,3.1033524838371607,5259,98,46,8,4,6.923100146116607,1440,3200,1
65688.7039557288,11,150,3.0997804216603377,4779,89,42,8,4,6.774755311189902,1472,3432,1
36995.83835294716,5,139,2.4002780278861526,4706,64,25,8,4,6.539122754508912,1080,2400,1
18096.24053325738,4,75,1.8704885987115873,4588,21,13,8,1,6.543475516937785,1080,2346,0
28238.630136061434,6,199,2.44030629641763,4813,41,28,8,3,6.391547976331368,1133,2621,1
18267.49614737515,4,32,2.0206747221815338,4646,22,9,8,2,6.57588319919439,1080,2400,0
14552.582446046532,4,47,1.813313655722621,4872,29,17,8,2,6.33684595961996,1008,2295,0
32397.673744199055,8,182,2.4878374038362345,4839,40,37,8,2,6.9,1146,2400,1
35444.21405149909,7,102,2.464253023624727,5094,38,16,8,4,6.09786324148632,1145,2436,1
22619.54211016653,6,115,2.610513034283947,4153,43,24,8,3,6.64426342096893,1090,2504,1
46976.096631556065,11,256,2.6,4834,98,44,8,4,6.6985996033887,1484,3464,1
5000.0,5,47,2.3299546820583847,4371,32,20,8,2,6.6161224127180205,1009,2400,0
10858.946029037103,3,34,2.3562089911808575,4587,39,28,8,1,6.545199931827486,1057,2400,0
14841.59555203846,4,85,1.6509890917687802,4836,26,21,8,3,6.631302054552919,1080,2368,0
32602.19527778509,6,149,2.477431037563763,4933,39,30,8,3,6.838756799843538,1098,2446,1
8842.804785070182,4,57,1.739386901324616,5001,17,8,8,1,6.539742318561175,1080,2279,0
66708.86501096832,10,322,3.416473454845378,4986,92,53,8,4,6.8513280535066,1464,3200,1
42678.06852066404,6,137,2.409827672300487,5084,40,34,8,3,6.0,1080,2502,1
63083.366175721865,8,383,3.186969528002953,5123,112,56,8,4,6.861416946601156,1548,3200,1
17622.2394274806,4,55,1.8413434081401858,4308,36,12,8,1,6.2336549383090265,1080,2400,0
66541.98314446521,10,170,3.0730225355920684,4909,93,36,8,4,7.021541372077957,1440,3200,1
12354.754419804574,4,63,1.9339205330931042,4687,23,17,8,2,6.50581468487582,1061,2400,0
58736.940184462306,10,202,3.4214845805544623,4675,77,53,8,4,6.890460040336747,1440,3200,1
18526.205742886294,3,59,2.0255764979917212,4155,23,19,8,2,6.264463577160703,1058,2139,0
15777.476527679297,4,75,2.146133705458406,4618,38,15,8,2,6.303245185279761,1045,2400,0
26785.76714119007,6,119,2.0633935378964674,5880,35,29,8,3,6.576616443733543,1080,2400,1
32064.791905783717,6,106,2.587722642438582,4866,50,19,8,3,6.575464371838934,1080,2414,1
64988.05570195288,11,222,2.883143805708719,4649,106,41,8,4,6.9187162766642665,1461,3200,1
57880.482888917315,12,325,2.8477678624795155,4831,96,41,8,4,6.659907364025996,1446,3200,1
28743.82536738681,5,125,2.431774023611429,4385,49,32,8,3,6.784689137318894,1080,2400,1
67423.27623179177,10,278,3.0634292247745143,5097,73,45,8,4,6.581451916391257,1440,3429,1
25710.044229543764,6,132,2.420551654541661,4860,37,25,8,4,6.8722256382824645,1080,2456,1
17023.754493709876,4,84,1.9440610661820414,5042,22,18,8,2,6.4391692115211905,1078,2400,0
13852.838912113322,4,87,1.9223661982618492,4124,23,11,8,2,6.384028423717287,971,2400,0
48056.611738169435,12,215,3.5,5311,77,57,8,4,6.780151796832637,1450,3200,1
69560.25339216935,8,193,3.3523841817047155,4891,99,40,8,4,6.7124907676281955,1440,3200,1
52354.51361259062,11,321,2.7369691923748416,4966,71,42,8,3,6.748580074105812,1474,3458,1
59825.01311997648,11,181,2.751891302791322,4975,71,49,8,4,6.767469002514779,1444,3338,1
18924.580691966145,3,61,2.2206243541578834,5190,31,15,8,2,6.108652261761579,1080,2361,0
14636.499590135374,6,53,2.0859215209228923,4502,28,19,8,2,6.119926068672649,1021,2400,0
17316.137782015514,5,89,1.7395652159029342,4879,22,14,8,2,6.449586134105336,1071,2400,0
70589.59381510169,8,242,2.802391713639081,4834,64,39,8,4,6.865650957913187,1461,3200,1
29106.672300187816,7,163,2.273826249344385,5237,57,35,8,3,6.634285586266548,1080,2875,1
21333.11698851201,6,113,2.460444576862088,5165,48,31,8,4,6.497380008095259,1080,2400,1
50303.15728328267,11,172,3.08055801780521,5260,98,56,8,4,7.023568087635284,1440,3357,1
34730.599775166214,6,174,2.517375506073868,4903,43,24,8,4,6.76898108977902,1086,2400,1
23108.342957437315,5,116,2.2711389550923298,4752,47,29,8,3,6.4924415524512815,1080,2400,1
13777.462222825594,5,39,1.8513455550687574,4404,31,17,8,3,6.7,1066,2400,0
54098.69127920579,8,239,2.835965949531817,5003,90,43,8,4,6.883225025070149,1480,3200,1
22870.18978170528,7,170,2.5092485029718032,4869,64,34,8,3,6.398437875738243,1124,2655,1
68424.16401246842,9,280,3.2741419572841672,4631,107,50,8,4,6.880365336576611,1499,3336,1
66823.63446693205,12,296,2.984285193786618,5298,131,49,8,4,6.731650957080916,1484,3294,1
66724.15148545515,14,241,3.2426605285450347,5506,107,47,8,4,7.049801458817879,1466,3208,1
16739.069337433,4,81,1.6450028368994174,4566,25,11,8,2,6.401289207091129,1037,2387,0
61189.863289912995,10,279,3.125150108222352,5296,91,43,8,4,6.740446486436199,1450,3316,1
15781.123975572904,3,72,2.0937963664293804,4427,17,15,8,2,6.660850506283852,1017,2400,0
50588.38333627044,10,356,2.9403936390732794,5190,83,47,8,4,6.7752508791921215,1483,3311,1
56199.71520827931,9,278,3.20389537356413,4939,110,43,8,4,6.686220087634555,1460,3200,1
9711.306796796776,4,64,1.6188397476287124,3904,22,16,8,2,6.18132404467073,1080,2400,0
15247.78625860881,4,93,2.192140235903444,3880,19,21,8,2,6.39234658980567,1055,2400,0
15899.65519963732,3,48,2.349742017087844,4606,30,17,8,2,5.913068383931617,1080,2400,0
20829.480512174123,4,67,1.8245429568293443,4705,19,15,8,2,6.510051146116326,1027,2400,0
47799.04946895656,12,277,2.804622321751859,4913,73,51,8,4,6.558011018837361,1446,3437,1
26393.836301433945,6,76,2.375149859006003,5144,49,30,8,4,6.596417809951404,1080,2400,1
26819.419814007102,5,197,2.002208723367397,5364,57,48,8,4,6.6994762085225625,1080,2400,1
15853.40867018865,3,67,1.7618012085484445,4345,21,13,8,2,6.598077331214717,1080,2400,0
37531.049636162854,7,129,2.2286426182646863,4474,45,27,8,3,6.295384846026342,1104,2400,1
15304.400677357255,3,101,2.022273443985065,5351,22,24,8,2,6.64574230588295,1009,2400,0
28199.58653157815,6,111,2.5550219183244725,4825,47,42,8,3,6.315443040301735,1113,2400,1
14905.760540440613,4,71,1.9820401530437526,4448,26,18,7,2,6.643308692769085,985,2336,0
61154.90220903224,12,173,3.390504962327242,5183,131,54,8,4,7.096322065642897,1459,3200,1
48954.55210053522,10,300,2.6,5352,75,43,8,4,6.536949001825799,1491,3200,1
35214.68642297344,6,136,2.230951502017658,5229,39,32,8,2,6.6424793792602586,1115,2400,1
73149.33460812911,8,201,2.7440810979716184,4718,101,45,8,4,6.84589566213562,1461,3423,1
63708.270093219886,8,232,3.019953896026453,4898,118,50,8,4,6.691819657550599,1481,3200,1
33224.14302688738,7,111,2.453408392627989,4856,45,43,8,3,6.590547692770511,1080,2400,1
17347.321212313327,4,64,2.4,4064,23,16,8,2,6.574354959317972,987,2400,0
59510.65982920886,10,296,2.7205897701713284,4814,130,32,8,4,6.825001309947607,1449,3277,1
16591.444241044548,4,65,1.9733898227266953,5029,27,18,8,1,6.459836856803325,1079,2400,0
59012.71330550744,9,131,3.4434912405734,4966,89,43,8,4,6.996325134260885,1440,3200,1
17959.42205610282,3,77,2.060244920728671,4612,33,11,7,2,6.353327087515508,1073,2400,0
34637.90441863753,6,162,2.530948779169938,4891,60,26,8,3,6.619872949775471,1117,2400,1
32369.159063637097,6,107,2.5859074166205773,5180,48,27,8,3,6.474472544210586,1080,2400,1
21441.533395321254,6,109,2.445777807827697,5247,34,16,8,2,6.387373483769074,1080,2465,1
59397.738750978126,9,249,2.9998951800465625,5323,73,58,8,4,6.752651138376172,1499,3200,1
30944.171775385916,6,102,2.4090805822128836,5384,55,28,8,3,6.617888786088262,1163,2400,1
51788.08315189634,9,364,3.5,4416,89,55,8,4,6.926289506382942,1453,3200,1
57214.5025972727,11,231,3.142520819396789,5053,99,51,8,4,6.577285524594367,1440,3200,1
62248.83478773578,10,294,2.6706416126774224,4656,82,41,8,4,6.926781389161082,1501,3251,1
15437.937675040546,4,74,2.0202277732533713,4814,25,20,7,3,6.2879560492940545,1080,2277,0
44532.36250230801,6,144,2.4737607413398153,4852,39,45,8,3,6.477349030401616,1100,2400,1
28383.485335942,6,122,2.270750435990482,5381,53,25,8,3,6.278467760124057,1080,2474,1
25812.380580603516,5,139,2.576944188433773,5000,42,41,8,3,6.810300268782728,1096,2579,1
29954.290003005783,7,86,2.603046625712654,4872,51,20,8,2,6.370821101070266,1080,2400,1
9959.597553166106,5,66,2.050272743417069,4344,21,30,8,3,6.232638724811283,1080,2394,0
15506.166800809437,4,62,1.9747909025362886,4791,25,16,8,2,6.20228236085142,1066,2318,0
36833.12828442825,4,107,2.68031638385202,4862,51,37,8,3,6.598257364213663,1145,2440,1
63653.69538017275,11,277,2.9923231910849593,5476,109,54,8,4,6.753693071150843,1440,3200,1
16197.366143556133,5,40,1.6193142684548594,4956,30,19,8,2,6.483412606978853,1079,2400,0
62264.42330353443,12,355,2.6,5066,87,50,8,4,7.016941444605331,1586,3200,1
45000.0,10,246,3.1510225445920255,4871,97,43,8,4,6.829074943286526,1447,3287,1
29457.70310508943,5,125,2.696212133475709,4966,52,32,8,4,6.826610250691036,1080,2400,1
35903.64131990877,5,134,2.6960215732729873,4989,39,28,8,3,6.9,1080,2692,1
13023.474166626645,5,62,2.2737691268907274,4373,18,15,8,2,6.205942958975529,1080,2400,0
61197.21531740445,9,232,2.812622506964222,4700,98,56,8,4,6.835191213992885,1440,3318,1
14339.122604099808,4,57,1.7507240632209846,4832,30,14,7,2,6.612484961412964,1080,2338,0
14542.816505950717,6,59,1.798471011312631,4556,34,19,8,2,6.499647016241794,1033,2400,0
34237.6601600983,6,158,2.3433326201890825,5502,53,25,8,2,6.9,1105,2541,1
18152.87601762556,4,67,1.87748295471612,4624,19,20,7,2,6.14503874749551,1080,2400,0
61225.93370675711,9,249,2.989597255427593,5058,104,52,8,4,6.543923524794154,1526,3200,1
37649.54664429552,7,137,2.361160932646071,4641,47,22,8,3,6.429244594609257,1080,2412,1
25619.411231293772,6,153,2.5310565946640957,5805,38,17,8,3,6.9,1080,2400,1
28665.491570076425,4,119,2.3591071933365333,4954,40,30,8,4,6.721996946024162,1080,2588,1
34409.38572642764,6,75,2.4362207188408393,4968,54,28,8,3,6.6935330978807706,1191,2400,1
14347.820478384574,3,60,2.025495077566081,4291,29,10,8,2,6.214605439504175,998,2269,0
62648.91111440631,11,291,3.3014222993209907,4855,105,51,8,4,6.685653164040574,1444,3200,1
63126.758913531245,11,361,3.1451014965034476,5088,92,53,8,4,6.588203827137016,1440,3321,1
68188.91877676907,12,261,3.058814655327016,4844,76,48,8,4,6.806787536222703,1440,3200,1
57180.90895453018,10,192,3.179937827479893,4788,85,60,8,4,6.647338558874881,1440,3389,1
14043.129032701212,5,46,1.9762190134859716,4740,29,21,8,2,6.492322818635939,1080,2400,0
18474.20662331956,4,59,2.3893055751633345,4546,23,21,7,2,6.330044404253284,1078,2400,0
23080.08591812035,6,155,2.7810567109536946,4955,32,32,8,3,6.9,1151,2400,1
57072.894249652745,12,222,2.9791929073899737,5214,83,47,8,4,6.957666935323859,1473,3324,1
15788.877165507438,4,53,1.636707148837997,4196,37,19,8,1,6.385393245506138,1059,2234,0
32355.009053257596,5,80,2.150090850960212,5371,60,40,8,2,6.0,1080,2400,1
35280.8178031608,6,136,2.1204674219512563,4783,51,40,8,3,6.708723976885671,1139,2400,1
70179.85703958274,11,316,3.1582881677639114,4725,124,48,8,4,6.6956128319078925,1440,3200,1
20000.0,5,172,2.4970852121721707,5038,62,45,8,2,6.633148295646076,1080,2521,1
57475.150122042054,9,240,3.036700269250904,5058,107,47,8,4,6.796011436716245,1440,3211,1
18779.209628614903,3,85,2.008884535594377,4117,29,13,8,2,6.36875251931109,1080,2387,0
60092.892767380676,10,326,3.060847905255383,4859,86,44,8,4,6.790644552763149,1449,3200,1
12801.468059242374,5,58,1.7062186541648654,4179,26,16,8,1,6.349323281122114,1075,2400,0
60446.182178386174,8,275,2.6,4944,123,45,8,4,6.8503001724402175,1440,3200,1
32738.597610379496,6,119,2.099273031178983,4690,54,28,8,3,6.60331023687255,1080,2400,1
47920.29168585905,12,322,3.081766250174516,4671,85,32,8,4,6.691485626806842,1440,3200,1
11032.580669829998,4,47,1.9516894095490256,4499,21,10,8,2,6.355523713447698,1080,2400,0
30371.42417572638,5,141,2.3396323254167943,4691,57,35,8,3,6.827230916830288,1080,2400,1
13994.967714200953,3,45,1.7896203992342397,4533,15,17,8,3,6.368154913982811,1042,2387,0
60991.920418332884,12,301,3.280794556749559,5021,103,52,8,4,7.080765888935496,1457,3398,1
12332.78277362836,4,60,2.0312805801159146,4037,28,21,8,2,6.496173241869546,1080,2347,0
53401.975215845625,11,301,2.668771894882095,5135,94,45,8,4,7.1,1445,3200,1
14146.33987379738,5,45,1.6089931215351911,4752,28,13,8,2,6.7,1025,2400,0
13697.985785104054,3,81,2.0661164106818077,4193,30,14,7,2,6.504357184888774,1080,2211,0
30052.50212466023,5,80,2.655259408967651,5539,47,29,8,3,6.751154665060336,1080,2400,1
10677.720885992785,3,47,1.9890988061710997,4141,16,15,8,2,6.336872431766304,1006,2400,0
